prompt_id,instance_id,response,correct,message
3489,1232,,,
1984,868,,,
122,430,,,
1253,138,,,
3108,941,,,
106,1510,,,
396,617,,,
5,607,,,
1785,1109,,,
385,486,,,
2893,693,,,
3274,1457,,,
3383,205,,,
854,303,,,
2985,869,,,
1705,914,,,
145,34,,,
2998,796,,,
3249,1550,,,
2456,99,,,
814,933,,,
2189,1864,,,
1607,214,,,
3676,1043,,,
4541,557,,,
2467,1701,,,
3623,1660,,,
3765,42,,,
434,840,,,
4216,1139,,,
4025,592,,,
163,1261,,,
992,1009,,,
4452,1690,,,
3960,598,,,
1358,1850,,,
3476,1250,,,
292,1869,,,
261,1970,,,
947,1818,,,
1711,1316,,,
3588,64,,,
3123,1195,,,
1030,1518,,,
399,693,,,
1937,303,,,
2276,1067,,,
2479,1805,,,
2541,1783,,,
2114,959,,,
1103,657,,,
362,1898,,,
3300,67,,,
4059,1310,,,
2300,1309,,,
2876,1664,,,
3539,979,,,
3362,1483,,,
3139,462,,,
1382,1480,,,
2523,676,,,
323,1943,,,
3169,942,,,
1189,399,,,
1057,709,,,
980,67,,,
2714,1240,,,
2887,606,,,
3659,19,,,
4007,258,,,
2645,1995,,,
3569,209,,,
1495,721,,,
1545,990,,,
1516,1332,,,
1047,1219,,,
66,790,,,
2783,437,,,
1978,1961,,,
1807,741,,,
2473,1534,,,
3687,885,,,
246,1253,,,
2169,930,,,
4185,223,,,
2577,1708,,,
4029,1796,,,
3261,951,,,
2546,1137,,,
4539,1573,,,
2420,1476,,,
2732,8,,,
3123,1266,,,
1869,596,,,
3666,884,,,
2736,1711,,,
1432,251,,,
808,1148,,,
1944,296,,,
4482,1378,,,
1889,640,,,
2621,1562,,,
51,457,,,
4102,1735,,,
686,984,,,
1150,1510,,,
2411,953,,,
2793,1108,,,
2916,1419,,,
1830,143,,,
852,1035,,,
1394,787,,,
27,1789,,,
2089,1839,,,
3308,714,,,
1071,893,,,
1550,1025,,,
766,1528,,,
570,680,,,
3961,1921,,,
1986,1334,,,
1201,273,,,
3886,1137,,,
4149,918,,,
1317,921,,,
3570,366,,,
2270,1607,,,
4496,1807,,,
2066,1599,,,
2906,1401,,,
2692,1245,,,
2694,1337,,,
2723,1983,,,
1434,392,,,
1517,1764,,,
2560,1662,,,
1428,1358,,,
2904,1550,,,
1173,1873,,,
2622,1035,,,
850,1273,,,
3406,905,,,
970,393,,,
4214,157,,,
2748,1772,,,
4104,317,,,
3089,100,,,
704,1863,,,
3763,714,,,
558,700,,,
459,375,,,
2818,957,,,
438,201,,,
4438,715,,,
395,1285,,,
3047,714,,,
2588,3,,,
778,22,,,
2166,1647,,,
3760,170,,,
3809,674,,,
2577,915,,,
2258,1192,,,
3956,407,,,
1932,150,,,
3071,504,,,
1802,151,,,
2991,1135,,,
1184,38,,,
2496,285,,,
3677,472,,,
4436,1896,,,
2481,649,,,
940,1323,,,
3869,396,,,
998,1890,,,
2989,1533,,,
2518,1884,,,
3854,503,,,
1673,27,,,
2180,1373,,,
2427,1084,,,
1704,711,,,
307,845,,,
2796,1032,,,
1940,1728,,,
4096,834,,,
4282,1539,,,
4482,333,,,
254,102,,,
1864,667,,,
1637,1525,,,
1046,1420,,,
4444,1440,,,
1826,1644,,,
3533,1485,,,
697,966,,,
575,1733,,,
1686,888,,,
2010,597,,,
4371,1725,,,
1528,1152,,,
3582,1969,,,
314,47,,,
4303,378,,,
3979,1703,,,
4244,1751,,,
4487,946,,,
1468,1409,,,
573,179,,,
1460,724,,,
4025,1722,,,
4557,1157,,,
3986,842,,,
1646,1366,,,
80,1794,,,
2392,1564,,,
3647,654,,,
1543,248,,,
2650,1102,,,
525,171,,,
2629,1012,,,
1522,1740,,,
1025,637,,,
3734,726,,,
2564,1301,,,
3427,1075,,,
2740,1374,,,
1784,635,,,
2746,1505,,,
1899,810,,,
4048,1214,,,
4293,1564,,,
419,913,,,
4293,729,,,
900,1550,,,
2988,731,,,
3563,1915,,,
4012,1669,,,
1576,1993,,,
2453,1981,,,
2342,477,,,
3200,784,,,
4165,971,,,
735,58,,,
4019,1501,,,
3713,1168,,,
3178,895,,,
1363,1745,,,
3334,792,,,
547,1642,,,
2603,1521,,,
1883,218,,,
1760,1554,,,
3322,686,,,
1145,967,,,
2155,958,,,
3154,1430,,,
3607,402,,,
2197,1529,,,
2864,671,,,
441,1472,,,
243,429,,,
309,1618,,,
940,1842,,,
404,1079,,,
4464,1959,,,
2854,1034,,,
4023,1890,,,
1911,1119,,,
142,578,,,
4456,1611,,,
1962,1083,,,
2855,645,,,
1373,873,,,
798,1196,,,
712,1818,,,
4532,782,,,
3435,1944,,,
4379,844,,,
2436,1956,,,
2411,1290,,,
1427,1516,,,
2473,75,,,
3270,815,,,
2323,208,,,
4316,1565,,,
4334,844,,,
2495,1924,,,
3840,974,,,
3109,1531,,,
3674,1109,,,
1431,1830,,,
3111,1271,,,
4112,1518,,,
2756,892,,,
2923,1365,,,
4361,467,,,
1060,958,,,
4347,1861,,,
932,996,,,
430,1389,,,
1502,1657,,,
1203,856,,,
599,861,,,
3700,558,,,
3881,1854,,,
4519,1801,,,
620,1167,,,
1154,1548,,,
2510,414,,,
4436,64,,,
4533,1222,,,
1573,259,,,
3790,848,,,
687,890,,,
3876,1133,,,
120,1413,,,
2752,1732,,,
4438,1186,,,
2510,565,,,
2203,1253,,,
2757,1209,,,
829,966,,,
2230,663,,,
1728,1982,,,
3568,1952,,,
4163,1210,,,
1341,278,,,
4387,1713,,,
3281,1574,,,
4390,699,,,
879,444,,,
696,516,,,
1528,1242,,,
1825,1367,,,
249,30,,,
1760,1891,,,
4430,1117,,,
4217,1217,,,
2866,1104,,,
3644,319,,,
4499,907,,,
956,1911,,,
687,327,,,
2061,1207,,,
4124,1101,,,
4519,1081,,,
669,599,,,
2307,1462,,,
2823,534,,,
95,535,,,
190,241,,,
1400,524,,,
883,1767,,,
3735,817,,,
3925,1928,,,
394,434,,,
3107,395,,,
2647,1284,,,
1239,1806,,,
3567,101,,,
3548,65,,,
1742,1072,,,
1853,1969,,,
3134,1133,,,
750,395,,,
2626,633,,,
4232,1675,,,
4516,1895,,,
173,752,,,
3898,27,,,
99,1472,,,
2671,153,,,
1637,226,,,
1061,940,,,
3309,1699,,,
167,1139,,,
1019,1078,,,
1022,485,,,
2022,1522,,,
669,1172,,,
87,1085,,,
2085,1158,,,
4468,191,,,
1054,60,,,
3978,1626,,,
2578,886,,,
1127,886,,,
2643,1335,,,
2932,679,,,
1017,453,,,
2041,732,,,
3578,1035,,,
354,1058,,,
495,1054,,,
4455,702,,,
2752,443,,,
4488,3,,,
847,1594,,,
4213,1013,,,
1031,1899,,,
358,669,,,
2377,790,,,
2749,574,,,
511,1363,,,
1137,1491,,,
2511,39,,,
1779,1763,,,
3867,953,,,
1732,1923,,,
3359,625,,,
584,1027,,,
2879,805,,,
4453,1535,,,
4162,682,,,
1725,94,,,
3180,493,,,
3372,1407,,,
1173,481,,,
3689,1824,,,
661,1161,,,
1820,1219,,,
2924,1880,,,
4275,631,,,
3363,719,,,
2058,227,,,
1753,203,,,
2963,217,,,
2029,1420,,,
506,571,,,
59,1370,,,
2800,1309,,,
4568,77,,,
2699,192,,,
3608,1604,,,
757,1797,,,
3076,512,,,
2448,1259,,,
3777,1850,,,
2066,405,,,
720,1990,,,
2804,838,,,
3236,1231,,,
3150,1089,,,
2008,618,,,
4088,270,,,
1559,1525,,,
2995,618,,,
2908,961,,,
970,968,,,
849,904,,,
3186,509,,,
2434,372,,,
2064,871,,,
3295,1571,,,
357,501,,,
1124,553,,,
4261,1817,,,
2013,271,,,
3955,1085,,,
4078,400,,,
1524,606,,,
3833,111,,,
236,671,,,
1328,1661,,,
4569,593,,,
3538,1046,,,
3172,1327,,,
3438,301,,,
39,623,,,
2878,526,,,
2091,1818,,,
2474,1042,,,
1485,1074,,,
4372,966,,,
689,1212,,,
3168,948,,,
2138,306,,,
2151,94,,,
576,398,,,
3457,1730,,,
642,189,,,
293,568,,,
879,985,,,
3874,178,,,
2712,579,,,
1717,938,,,
2808,381,,,
4491,752,,,
2513,680,,,
3435,1877,,,
2228,45,,,
359,975,,,
3131,1029,,,
1043,1769,,,
314,707,,,
1584,1384,,,
10,513,,,
1135,1124,,,
4113,1814,,,
1795,214,,,
69,799,,,
2215,174,,,
1197,280,,,
4081,1918,,,
3520,1382,,,
1749,568,,,
3541,1704,,,
1126,1544,,,
4270,1463,,,
859,811,,,
2208,1403,,,
2174,34,,,
2269,1733,,,
3802,914,,,
973,1161,,,
4436,951,,,
1928,1373,,,
2659,188,,,
1773,958,,,
181,522,,,
3454,214,,,
376,1368,,,
3509,1415,,,
4154,1723,,,
3373,660,,,
2182,223,,,
30,298,,,
1457,213,,,
1452,700,,,
4241,1519,,,
4501,341,,,
2333,1767,,,
4271,77,,,
3811,645,,,
2261,1527,,,
2683,1060,,,
2941,179,,,
938,1143,,,
1989,377,,,
2756,1871,,,
4510,61,,,
3805,1406,,,
1139,91,,,
4118,951,,,
1034,398,,,
3804,688,,,
2230,769,,,
1648,1508,,,
178,911,,,
3563,1278,,,
1005,218,,,
886,658,,,
3219,217,,,
2273,447,,,
294,1139,,,
1703,1380,,,
2559,176,,,
1747,101,,,
4226,1666,,,
4384,1760,,,
545,621,,,
4255,367,,,
4139,178,,,
1724,501,,,
3941,1515,,,
3717,1464,,,
3012,1453,,,
4294,1432,,,
1866,2,,,
1963,484,,,
1798,1876,,,
3394,1806,,,
2382,139,,,
3983,1451,,,
3770,1492,,,
116,1631,,,
790,1994,,,
1950,1524,,,
70,1423,,,
104,993,,,
945,1089,,,
2928,1048,,,
1619,25,,,
4300,867,,,
3515,1871,,,
194,1109,,,
1562,1435,,,
1071,732,,,
3321,66,,,
1117,1411,,,
2924,1911,,,
2218,1714,,,
1399,1438,,,
331,1033,,,
2197,1072,,,
568,1849,,,
1429,603,,,
1951,1125,,,
712,1955,,,
292,696,,,
2987,362,,,
3776,1285,,,
3874,146,,,
1123,1327,,,
61,866,,,
2252,1212,,,
2344,1217,,,
556,73,,,
165,184,,,
474,1555,,,
4150,497,,,
2282,1282,,,
836,777,,,
1804,642,,,
1338,999,,,
2270,1990,,,
3114,233,,,
2014,1872,,,
631,1056,,,
499,201,,,
4049,725,,,
2596,1679,,,
828,1445,,,
1211,1360,,,
1209,1258,,,
2324,92,,,
4563,577,,,
3905,1758,,,
236,472,,,
3981,1648,,,
1266,1768,,,
3269,1343,,,
2145,939,,,
3413,214,,,
1717,62,,,
1537,1821,,,
1488,1229,,,
3130,1172,,,
655,789,,,
4160,1665,,,
2504,801,,,
1209,492,,,
1556,550,,,
2429,903,,,
117,699,,,
2223,213,,,
1795,71,,,
1446,250,,,
3516,1288,,,
836,337,,,
904,1983,,,
4475,1826,,,
433,1,,,
297,692,,,
1614,257,,,
2562,1094,,,
3209,496,,,
4411,142,,,
3620,1412,,,
832,587,,,
3200,218,,,
1804,994,,,
421,1242,,,
3983,1362,,,
100,1324,,,
1252,1005,,,
3350,86,,,
3763,1122,,,
1424,1373,,,
470,1054,,,
1270,859,,,
294,1701,,,
266,1488,,,
2812,77,,,
1983,910,,,
3279,617,,,
3473,1535,,,
1137,16,,,
587,1738,,,
3023,362,,,
1649,302,,,
3433,418,,,
4560,1812,,,
261,1078,,,
83,1387,,,
2843,884,,,
3899,837,,,
3991,538,,,
2625,1086,,,
251,1754,,,
502,1514,,,
803,926,,,
4151,1610,,,
2041,1504,,,
1145,1132,,,
2797,1861,,,
103,775,,,
3870,931,,,
1813,1041,,,
3871,340,,,
750,1156,,,
1589,1403,,,
290,619,,,
3787,431,,,
1440,63,,,
1344,515,,,
784,1086,,,
915,1362,,,
1712,1821,,,
4534,693,,,
3193,668,,,
346,172,,,
4272,916,,,
3964,1158,,,
633,1880,,,
3270,561,,,
4157,1038,,,
1195,1352,,,
1557,491,,,
1006,437,,,
209,626,,,
2129,1511,,,
2652,1190,,,
2343,346,,,
3418,938,,,
938,955,,,
4160,1140,,,
930,1604,,,
1402,889,,,
573,1622,,,
3975,1762,,,
52,1520,,,
3815,79,,,
2154,991,,,
2570,430,,,
2054,382,,,
3414,1383,,,
451,511,,,
1213,1675,,,
1892,658,,,
2529,917,,,
2459,1,,,
1105,313,,,
1540,1436,,,
3024,966,,,
1209,1705,,,
778,1663,,,
3332,1796,,,
129,319,,,
1208,1116,,,
2871,1208,,,
1519,80,,,
1800,1645,,,
2263,1820,,,
690,470,,,
1190,966,,,
142,1522,,,
2278,650,,,
2559,581,,,
3741,1958,,,
3980,125,,,
1512,850,,,
3152,1352,,,
189,1242,,,
1746,1773,,,
1532,49,,,
3528,1624,,,
2962,413,,,
2649,355,,,
791,1333,,,
1884,999,,,
1095,270,,,
3945,749,,,
3430,1479,,,
661,1786,,,
3905,1802,,,
2517,985,,,
202,443,,,
1123,1093,,,
2267,1710,,,
2893,1251,,,
3012,540,,,
4530,538,,,
2942,710,,,
939,158,,,
3206,1352,,,
310,1703,,,
1102,757,,,
887,509,,,
891,1441,,,
926,887,,,
2681,1169,,,
4504,1785,,,
762,1375,,,
1432,371,,,
3605,1991,,,
4533,1980,,,
3394,120,,,
2395,500,,,
4495,253,,,
3469,1470,,,
2141,1221,,,
4017,1791,,,
3589,1994,,,
4309,379,,,
3534,263,,,
1064,1068,,,
3889,67,,,
3182,767,,,
493,294,,,
81,267,,,
4195,1980,,,
4408,753,,,
2258,1012,,,
2616,1863,,,
3826,1553,,,
2171,247,,,
198,544,,,
4288,40,,,
1935,870,,,
3676,1839,,,
742,1989,,,
918,1717,,,
272,1763,,,
4116,512,,,
2445,1849,,,
1095,1615,,,
719,721,,,
3667,725,,,
2523,180,,,
365,1706,,,
422,773,,,
3386,361,,,
4438,604,,,
1691,291,,,
3297,85,,,
1072,1104,,,
1655,1509,,,
2734,1984,,,
1933,502,,,
2337,178,,,
4532,1285,,,
2256,1342,,,
4277,56,,,
3666,424,,,
2268,888,,,
3766,1781,,,
327,1545,,,
4229,568,,,
1323,110,,,
983,1449,,,
1879,122,,,
4427,756,,,
3441,328,,,
2672,573,,,
2301,348,,,
3621,620,,,
1572,1604,,,
1241,1617,,,
81,1225,,,
1410,1480,,,
552,1939,,,
1396,1412,,,
1671,1747,,,
4124,829,,,
1244,1491,,,
122,21,,,
3013,1728,,,
2758,1256,,,
12,1010,,,
1745,1983,,,
16,1202,,,
511,739,,,
172,1985,,,
152,914,,,
4353,1338,,,
3161,1400,,,
2085,1954,,,
2446,1776,,,
3383,358,,,
3803,1424,,,
2007,334,,,
933,129,,,
40,1032,,,
28,354,,,
4329,1710,,,
4371,482,,,
754,1652,,,
1017,1390,,,
2114,1932,,,
999,355,,,
3407,809,,,
22,466,,,
194,274,,,
774,1307,,,
3225,560,,,
1277,641,,,
1972,277,,,
1164,1763,,,
4147,1883,,,
1690,1316,,,
3831,941,,,
4462,352,,,
3857,693,,,
375,440,,,
3256,1003,,,
74,1437,,,
4544,1524,,,
2825,1221,,,
2518,551,,,
4557,1522,,,
689,1106,,,
3567,641,,,
4026,1562,,,
2164,752,,,
3259,80,,,
2054,1489,,,
340,1683,,,
424,1989,,,
193,853,,,
4320,1115,,,
2326,835,,,
1838,195,,,
2089,221,,,
3645,750,,,
996,141,,,
811,1733,,,
2049,994,,,
3738,1099,,,
691,1834,,,
806,653,,,
4390,1061,,,
714,806,,,
2670,881,,,
775,1348,,,
3098,1179,,,
2173,1628,,,
2765,1903,,,
4204,1569,,,
1187,343,,,
2592,940,,,
1258,1963,,,
152,870,,,
1586,791,,,
2179,293,,,
100,1988,,,
573,1806,,,
3045,450,,,
1706,1390,,,
2717,853,,,
2006,671,,,
2329,1620,,,
3463,868,,,
3448,1389,,,
251,845,,,
3745,658,,,
2698,424,,,
3146,498,,,
2100,736,,,
2377,392,,,
2292,1872,,,
3392,1085,,,
3623,800,,,
3704,1110,,,
1243,1570,,,
450,413,,,
801,65,,,
491,481,,,
1157,391,,,
2239,1471,,,
134,981,,,
1168,724,,,
4522,179,,,
768,839,,,
4252,1994,,,
1276,1634,,,
1155,1456,,,
1866,808,,,
4306,403,,,
3747,1036,,,
2424,384,,,
9,944,,,
1252,708,,,
3280,1278,,,
1180,1209,,,
282,1079,,,
4453,668,,,
2907,1849,,,
4200,88,,,
587,881,,,
4168,279,,,
2198,981,,,
2724,602,,,
1140,757,,,
3922,510,,,
1907,1175,,,
3007,825,,,
1616,191,,,
3452,1275,,,
2613,1339,,,
1340,491,,,
1864,1069,,,
2889,766,,,
3812,137,,,
145,1888,,,
70,1296,,,
2471,1576,,,
731,813,,,
1337,1481,,,
794,833,,,
1170,244,,,
2785,301,,,
899,234,,,
974,1447,,,
3512,169,,,
582,1076,,,
1482,361,,,
2746,260,,,
2902,106,,,
150,299,,,
2406,799,,,
3335,336,,,
959,1703,,,
265,1976,,,
510,601,,,
3897,1518,,,
1450,669,,,
1837,1282,,,
464,1156,,,
2218,1626,,,
3577,998,,,
3425,1807,,,
197,804,,,
451,319,,,
715,313,,,
1071,1925,,,
2032,1179,,,
4381,1959,,,
1202,588,,,
3844,690,,,
727,12,,,
248,1031,,,
752,1450,,,
1474,1127,,,
1681,1914,,,
1066,1272,,,
3583,1504,,,
575,1668,,,
2943,248,,,
751,766,,,
1049,727,,,
246,670,,,
2218,1451,,,
4465,1388,,,
3139,1073,,,
96,1426,,,
4175,1012,,,
3650,1901,,,
2727,316,,,
1882,617,,,
2168,1746,,,
2617,1453,,,
3203,142,,,
385,1827,,,
2562,802,,,
1490,1395,,,
1210,1408,,,
3689,728,,,
3514,1025,,,
1835,238,,,
2515,582,,,
3211,648,,,
211,0,,,
898,357,,,
739,288,,,
2792,1084,,,
1984,1465,,,
57,825,,,
3069,1655,,,
4187,1545,,,
1719,627,,,
2593,306,,,
4125,1349,,,
1249,143,,,
2176,1245,,,
1970,612,,,
2933,1378,,,
3538,1580,,,
696,1770,,,
4120,453,,,
3437,1862,,,
4485,1768,,,
1418,646,,,
1368,1754,,,
2666,649,,,
851,1857,,,
1058,1595,,,
3849,184,,,
1537,817,,,
3307,272,,,
3800,1150,,,
31,1658,,,
4273,113,,,
3288,415,,,
3509,2,,,
3249,1961,,,
2945,189,,,
3357,63,,,
1280,930,,,
1090,1419,,,
2315,1564,,,
642,950,,,
3707,356,,,
3429,18,,,
3707,1507,,,
4283,1073,,,
2261,513,,,
2461,1315,,,
3970,748,,,
3918,332,,,
675,904,,,
1339,381,,,
504,137,,,
1742,523,,,
3033,744,,,
126,413,,,
306,363,,,
3462,1326,,,
913,255,,,
4280,749,,,
2544,670,,,
4199,655,,,
4054,1663,,,
2527,1614,,,
1221,338,,,
1053,452,,,
1973,1584,,,
2627,750,,,
2280,1320,,,
1757,410,,,
2580,669,,,
450,56,,,
2577,613,,,
3517,291,,,
3174,565,,,
1278,186,,,
926,1270,,,
1265,275,,,
728,1631,,,
2820,1832,,,
3630,1590,,,
2120,918,,,
2988,1403,,,
1372,1215,,,
2994,77,,,
2154,18,,,
1443,823,,,
144,437,,,
3352,1351,,,
2318,1441,,,
2374,883,,,
737,1425,,,
1037,1774,,,
847,1779,,,
4136,137,,,
1640,1043,,,
673,1353,,,
4455,1647,,,
1231,85,,,
3888,1923,,,
2089,839,,,
21,307,,,
3599,4,,,
1958,1522,,,
2572,1977,,,
1890,708,,,
2830,14,,,
2411,1466,,,
4198,36,,,
4216,1759,,,
1499,1275,,,
543,716,,,
4431,319,,,
4335,762,,,
2325,1115,,,
3521,669,,,
4503,693,,,
194,1227,,,
3398,1330,,,
3398,1327,,,
2178,550,,,
153,806,,,
2913,1018,,,
824,1882,,,
845,418,,,
366,1893,,,
1524,1183,,,
764,544,,,
1350,1106,,,
3112,1534,,,
2608,1766,,,
1644,1579,,,
2340,276,,,
690,124,,,
1564,760,,,
2073,233,,,
245,1716,,,
993,1507,,,
427,938,,,
2608,975,,,
4428,572,,,
3555,1608,,,
35,323,,,
2010,1808,,,
4166,770,,,
1193,1033,,,
842,1793,,,
4238,465,,,
3230,76,,,
443,1045,,,
490,706,,,
1699,1680,,,
1368,1308,,,
524,278,,,
1691,1043,,,
881,191,,,
3747,757,,,
415,454,,,
672,1240,,,
750,991,,,
2315,898,,,
272,151,,,
110,1580,,,
1760,818,,,
2498,495,,,
3983,563,,,
979,1194,,,
2019,312,,,
897,120,,,
4163,1925,,,
829,1301,,,
3914,842,,,
3480,1566,,,
880,984,,,
3254,792,,,
1305,339,,,
2976,200,,,
427,444,,,
4255,1544,,,
2167,746,,,
826,937,,,
2389,1767,,,
3914,1255,,,
4394,1317,,,
2756,1963,,,
3058,1974,,,
79,138,,,
1010,1335,,,
646,543,,,
1728,666,,,
3670,872,,,
2858,440,,,
1874,994,,,
2832,1633,,,
4446,1772,,,
1389,1131,,,
1001,871,,,
189,1749,,,
3964,43,,,
1396,875,,,
4433,504,,,
3721,1064,,,
4383,1556,,,
29,103,,,
3956,1385,,,
1154,580,,,
3925,1448,,,
471,1532,,,
1901,1365,,,
3925,879,,,
939,231,,,
3485,972,,,
887,763,,,
3579,1727,,,
230,1222,,,
4294,1711,,,
931,1428,,,
3942,993,,,
1297,243,,,
1088,1332,,,
1701,468,,,
3222,1777,,,
2108,357,,,
4035,1901,,,
4113,1731,,,
1011,1589,,,
4491,1777,,,
1660,1320,,,
4069,1729,,,
2842,936,,,
1901,1154,,,
338,435,,,
3753,277,,,
3516,1446,,,
889,1106,,,
58,1017,,,
1527,484,,,
2405,1654,,,
125,394,,,
3073,106,,,
2951,1886,,,
3905,168,,,
4198,1029,,,
264,112,,,
123,1147,,,
1423,1380,,,
2154,1970,,,
2459,417,,,
1628,1385,,,
1132,147,,,
1789,371,,,
3315,1396,,,
1562,307,,,
1361,431,,,
1019,1141,,,
3277,919,,,
319,402,,,
3225,30,,,
3208,55,,,
2956,490,,,
3824,619,,,
2177,1067,,,
3342,227,,,
3960,1541,,,
167,258,,,
3262,1233,,,
3711,1666,,,
2990,1211,,,
556,219,,,
3665,485,,,
993,329,,,
2062,1665,,,
3059,271,,,
1191,1005,,,
750,605,,,
2699,1832,,,
460,1394,,,
968,772,,,
3410,1162,,,
2501,838,,,
1217,1929,,,
3258,194,,,
609,1714,,,
37,18,,,
4029,822,,,
80,1853,,,
1825,485,,,
1657,1612,,,
3053,553,,,
389,818,,,
4384,1155,,,
2164,995,,,
1313,322,,,
2366,342,,,
1777,787,,,
943,1555,,,
4514,1401,,,
1863,755,,,
1148,1716,,,
2420,1217,,,
4545,392,,,
2456,964,,,
4222,1482,,,
553,604,,,
1848,1555,,,
197,1709,,,
85,1457,,,
2528,1129,,,
898,1472,,,
3565,1783,,,
625,1497,,,
129,1562,,,
2654,194,,,
1917,1844,,,
393,24,,,
1236,297,,,
846,1402,,,
3089,1075,,,
597,1699,,,
3162,1985,,,
3995,509,,,
3059,1138,,,
3255,1837,,,
2439,852,,,
3391,697,,,
2055,1574,,,
1938,1030,,,
2768,399,,,
1951,1613,,,
2599,562,,,
760,1966,,,
784,210,,,
26,691,,,
2733,893,,,
143,492,,,
993,1977,,,
2316,823,,,
4183,281,,,
3528,690,,,
2177,983,,,
1304,326,,,
4115,639,,,
4240,1981,,,
3560,1715,,,
1025,1523,,,
2684,1687,,,
3963,545,,,
2070,318,,,
2826,1262,,,
2692,681,,,
932,1085,,,
1147,1398,,,
640,1119,,,
3766,1659,,,
4132,1803,,,
2764,362,,,
826,233,,,
1123,1936,,,
1964,1406,,,
3121,1081,,,
4175,878,,,
825,1942,,,
2863,1184,,,
3039,59,,,
2177,1331,,,
1298,522,,,
3157,623,,,
382,1294,,,
3874,730,,,
1348,1387,,,
1904,1833,,,
3215,1601,,,
158,436,,,
1287,1454,,,
2479,1963,,,
2455,1017,,,
3650,303,,,
3102,416,,,
2350,708,,,
3547,275,,,
3880,746,,,
3930,1207,,,
1185,1410,,,
307,1373,,,
3003,1991,,,
542,787,,,
3703,1879,,,
853,1019,,,
229,299,,,
3864,1149,,,
1707,1421,,,
512,1879,,,
4194,1294,,,
3891,32,,,
1027,1271,,,
3033,1557,,,
3223,1060,,,
2211,45,,,
4032,550,,,
4459,74,,,
1928,757,,,
4036,436,,,
513,798,,,
1816,490,,,
819,1189,,,
4082,1079,,,
2667,1592,,,
2574,864,,,
1914,1767,,,
4446,1215,,,
133,1539,,,
1557,1753,,,
3710,575,,,
2487,564,,,
611,1002,,,
2530,1940,,,
4221,1226,,,
2720,1157,,,
3850,1067,,,
1518,1832,,,
3215,1097,,,
417,1699,,,
1358,1887,,,
1449,408,,,
2787,1601,,,
2177,704,,,
3308,1401,,,
4429,1684,,,
3379,314,,,
1237,654,,,
3782,319,,,
1559,1510,,,
4330,310,,,
2518,1496,,,
383,611,,,
3763,1868,,,
3494,1731,,,
3595,905,,,
2102,1587,,,
1141,1506,,,
86,568,,,
3735,1233,,,
3164,1164,,,
1735,785,,,
1206,856,,,
4011,1461,,,
567,104,,,
1732,961,,,
2837,1026,,,
1746,1802,,,
3362,1780,,,
3992,75,,,
3502,1661,,,
1160,1359,,,
3004,505,,,
1051,1547,,,
1827,1570,,,
4437,1390,,,
3617,972,,,
4227,882,,,
3986,259,,,
437,403,,,
3409,890,,,
253,842,,,
2208,544,,,
4337,29,,,
4389,1794,,,
3299,1911,,,
1960,1791,,,
1479,922,,,
482,1277,,,
2806,1822,,,
3108,236,,,
1973,1983,,,
2178,1192,,,
50,1117,,,
2909,1240,,,
213,133,,,
4402,1135,,,
1214,1188,,,
3978,862,,,
1677,1708,,,
3507,900,,,
703,64,,,
2746,393,,,
3769,1222,,,
3599,509,,,
2158,1000,,,
74,223,,,
2636,591,,,
1609,752,,,
2698,718,,,
3451,1738,,,
3776,1653,,,
484,1281,,,
3973,1210,,,
4195,1839,,,
3887,117,,,
4192,1457,,,
2843,1505,,,
2887,1773,,,
2136,1017,,,
1331,1992,,,
3660,477,,,
645,1429,,,
231,1419,,,
2023,1347,,,
4420,1079,,,
2178,577,,,
1234,988,,,
1517,1475,,,
4000,335,,,
1762,190,,,
3375,1859,,,
1092,1040,,,
3820,1054,,,
1730,171,,,
1512,305,,,
500,536,,,
1476,1877,,,
1471,1427,,,
1235,26,,,
4044,1067,,,
866,885,,,
892,1389,,,
629,485,,,
3898,1875,,,
3112,212,,,
4111,447,,,
3572,1876,,,
1012,885,,,
4125,1378,,,
894,590,,,
3547,1678,,,
1378,1884,,,
479,1777,,,
2470,1370,,,
1322,339,,,
4556,1316,,,
3120,272,,,
956,948,,,
2423,1795,,,
2249,1747,,,
3390,488,,,
1951,1890,,,
271,1289,,,
3144,48,,,
1474,118,,,
868,1552,,,
3563,1499,,,
65,1947,,,
1739,430,,,
1502,1420,,,
1570,371,,,
248,408,,,
1511,976,,,
3466,496,,,
116,1454,,,
802,840,,,
2232,1117,,,
1546,1475,,,
3334,1301,,,
2253,1002,,,
4156,371,,,
649,1107,,,
507,1878,,,
3542,1077,,,
212,15,,,
599,789,,,
3779,1439,,,
3896,1925,,,
162,253,,,
1812,515,,,
674,643,,,
3355,1946,,,
1627,1095,,,
3738,745,,,
329,1995,,,
2872,1089,,,
90,873,,,
275,1957,,,
2442,1630,,,
1663,668,,,
1750,1056,,,
1549,1600,,,
3466,1514,,,
3849,24,,,
1539,1298,,,
2129,148,,,
2345,1985,,,
3160,571,,,
1878,28,,,
949,47,,,
3695,1545,,,
1341,849,,,
2337,763,,,
3721,399,,,
3634,419,,,
2027,487,,,
44,1425,,,
4529,548,,,
1864,1460,,,
272,1462,,,
3336,279,,,
2727,216,,,
2181,1932,,,
510,1165,,,
1310,1855,,,
2934,575,,,
2726,1446,,,
912,116,,,
1836,1956,,,
1886,637,,,
1067,411,,,
3875,1375,,,
1325,871,,,
4137,1480,,,
1511,968,,,
4537,1111,,,
729,1746,,,
